Origin,Dest,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
DSM,ATL,Atlantic Southeast Airlines,4566,1894,1241,0,458,8159
DSM,DEN,Skywest Airlines Inc.,352,5,541,0,3057,3955
DSM,DEN,United Air Lines Inc.,3893,150,1055,0,2748,7846
DSM,DFW,American Eagle Airlines Inc.,3717,415,1617,0,8019,13768
DSM,LAX,Skywest Airlines Inc.,226,20,49,20,0,315
DSM,LGA,American Eagle Airlines Inc.,714,0,249,0,323,1286
DSM,MKE,Skywest Airlines Inc.,849,142,193,0,203,1387
DSM,ORD,American Eagle Airlines Inc.,3932,767,10430,0,11851,26980
DSM,ORD,Skywest Airlines Inc.,396,0,3805,0,2811,7012
DSM,ORD,United Air Lines Inc.,345,157,3988,0,2466,6956
DSM,SLC,Skywest Airlines Inc.,0,0,0,0,116,116
DTW,ATL,Atlantic Southeast Airlines,5187,1524,2093,0,837,9641
DTW,ATL,Delta Air Lines Inc.,1007,56,847,0,1416,3326
DTW,ATL,Skywest Airlines Inc.,114,182,115,0,493,904
DTW,BNA,Southwest Airlines Co.,959,507,1017,114,2314,4911
DTW,BWI,Southwest Airlines Co.,567,533,1327,204,2279,4910
DTW,CLT,US Airways Inc.,180,0,11,0,17,208
DTW,DEN,Frontier Airlines Inc.,350,44,1553,0,1029,2976
DTW,DEN,Skywest Airlines Inc.,0,5,225,0,802,1032
DTW,DEN,United Air Lines Inc.,1856,128,624,0,3808,6416
DTW,DFW,American Airlines Inc.,1811,879,3622,55,6232,12599
DTW,LAS,US Airways Inc.,632,59,396,0,990,2077
DTW,LGA,American Eagle Airlines Inc.,706,150,8221,0,8267,17344
DTW,MCO,Southwest Airlines Co.,453,355,592,0,1564,2964
DTW,MDW,Southwest Airlines Co.,1660,2771,4329,203,9938,18901
DTW,MIA,American Airlines Inc.,767,94,712,6,819,2398
DTW,ORD,American Airlines Inc.,2971,293,4157,0,3137,10558
DTW,ORD,American Eagle Airlines Inc.,346,78,4161,12,6718,11315
DTW,ORD,Skywest Airlines Inc.,27,168,1671,0,688,2554
DTW,ORD,United Air Lines Inc.,3064,248,7178,37,6680,17207
DTW,PHL,US Airways Inc.,35,7,712,9,0,763
DTW,PHX,Southwest Airlines Co.,561,70,431,0,1666,2728
DTW,PHX,US Airways Inc.,1902,141,762,101,368,3274
DTW,SLC,Delta Air Lines Inc.,679,31,355,0,741,1806
DTW,SLC,Skywest Airlines Inc.,0,0,0,0,353,353
DTW,STL,Southwest Airlines Co.,965,115,1058,36,4514,6688
EGE,ATL,Delta Air Lines Inc.,340,10,251,0,877,1478
EGE,CLT,US Airways Inc.,92,0,47,0,186,325
EGE,CVG,Delta Air Lines Inc.,16,49,181,0,346,592
EGE,DEN,United Air Lines Inc.,725,626,651,0,1976,3978
EGE,DFW,American Airlines Inc.,1742,2669,863,0,3854,9128
EGE,EWR,American Airlines Inc.,1498,239,539,0,208,2484
EGE,LAX,American Airlines Inc.,1236,45,307,0,3162,4750
EGE,LGA,American Airlines Inc.,90,0,81,0,315,486
EGE,MIA,American Airlines Inc.,1212,374,797,0,501,2884
EGE,ORD,American Airlines Inc.,622,254,2153,0,1593,4622
EGE,ORD,United Air Lines Inc.,56,0,0,0,0,56
EKO,SLC,Skywest Airlines Inc.,1646,48,115,123,2383,4315
ELP,ABQ,Southwest Airlines Co.,270,36,77,6,1584,1973
ELP,ATL,Delta Air Lines Inc.,1840,142,297,0,163,2442
ELP,AUS,Southwest Airlines Co.,548,71,124,0,3748,4491
ELP,DAL,Southwest Airlines Co.,1762,287,302,23,4739,7113
ELP,DEN,Skywest Airlines Inc.,445,0,103,28,1120,1696
ELP,DFW,American Airlines Inc.,3106,774,2236,9,5163,11288
ELP,HOU,Southwest Airlines Co.,701,107,477,0,3157,4442
ELP,LAS,Southwest Airlines Co.,452,0,532,0,1431,2415
ELP,LAX,Southwest Airlines Co.,893,9,960,0,2961,4823
ELP,LBB,Southwest Airlines Co.,575,18,118,0,2030,2741
ELP,ORD,American Airlines Inc.,1037,0,4363,0,1680,7080
ELP,PHX,Southwest Airlines Co.,1911,188,1797,6,11283,15185
ELP,PHX,US Airways Inc.,683,0,277,0,538,1498
ELP,SAN,Southwest Airlines Co.,53,0,102,0,1052,1207
ELP,SAT,Southwest Airlines Co.,745,6,196,0,3568,4515
ELP,SLC,Skywest Airlines Inc.,0,0,268,0,206,474
EUG,DEN,Skywest Airlines Inc.,813,83,87,0,383,1366
EUG,PDX,Skywest Airlines Inc.,581,142,6,0,1082,1811
EUG,SFO,Skywest Airlines Inc.,2945,101,8781,0,4086,15913
EUG,SFO,United Air Lines Inc.,660,0,2628,0,2398,5686
EUG,SLC,Skywest Airlines Inc.,267,111,0,17,380,775
EVV,ATL,Atlantic Southeast Airlines,3751,1888,1345,8,518,7510
EVV,CVG,Atlantic Southeast Airlines,0,0,49,0,0,49
EVV,DFW,American Eagle Airlines Inc.,0,142,358,0,1662,2162
EVV,ORD,American Eagle Airlines Inc.,996,381,7771,0,8084,17232
EWN,ATL,Atlantic Southeast Airlines,2794,1142,1247,0,174,5357
EWR,ATL,Atlantic Southeast Airlines,895,3806,2862,0,106,7669
EWR,ATL,Delta Air Lines Inc.,4083,129,5580,0,10321,20113
EWR,CLT,US Airways Inc.,3001,98,1663,0,8165,12927
EWR,CVG,Atlantic Southeast Airlines,173,99,39,0,32,343
EWR,DEN,United Air Lines Inc.,1367,112,1510,0,7235,10224
EWR,DFW,American Airlines Inc.,2751,535,2997,0,8304,14587
EWR,EGE,American Airlines Inc.,914,154,511,0,2595,4174
EWR,FLL,JetBlue Airways,1456,33,1844,4,11691,15028
EWR,LAS,US Airways Inc.,898,0,472,0,2669,4039
EWR,LAX,American Airlines Inc.,1887,162,1989,7,3263,7308
EWR,LAX,United Air Lines Inc.,286,28,179,0,471,964
EWR,MCO,JetBlue Airways,1472,7,1730,0,13639,16848
EWR,MIA,American Airlines Inc.,2659,238,2380,0,6873,12150
EWR,MKE,Skywest Airlines Inc.,2596,3900,16963,0,356,23815
EWR,ORD,American Airlines Inc.,1389,359,10619,0,11028,23395
EWR,ORD,United Air Lines Inc.,3281,379,11464,0,21068,36192
EWR,PBI,JetBlue Airways,1237,0,664,1,6840,8742
EWR,PHX,US Airways Inc.,2226,11,740,0,3354,6331
EWR,RDU,American Eagle Airlines Inc.,2343,168,2726,0,8866,14103
EWR,RSW,JetBlue Airways,723,20,291,0,192,1226
EWR,SEA,Alaska Airlines Inc.,1381,270,667,40,2259,4617
EWR,SFO,United Air Lines Inc.,1389,326,1788,0,3659,7162
EWR,SJU,American Airlines Inc.,776,33,152,11,0,972
EWR,SLC,Delta Air Lines Inc.,1182,0,992,0,2321,4495
EWR,TPA,JetBlue Airways,287,0,273,0,1230,1790
EYW,ATL,Atlantic Southeast Airlines,4853,2688,1812,0,448,9801
EYW,MCO,Atlantic Southeast Airlines,36,0,0,0,47,83
FAI,ANC,Alaska Airlines Inc.,2498,36,670,0,3859,7063
FAI,BRW,Alaska Airlines Inc.,364,0,22,0,857,1243
FAI,SCC,Alaska Airlines Inc.,142,5,52,0,517,716
FAI,SEA,Alaska Airlines Inc.,2154,31,213,0,605,3003
FAI,SLC,Delta Air Lines Inc.,0,0,0,0,28,28
FAR,DEN,Skywest Airlines Inc.,1228,33,405,0,3827,5493
FAR,MCI,Skywest Airlines Inc.,0,0,0,0,46,46
FAR,ORD,Skywest Airlines Inc.,796,779,15272,0,1831,18678
FAR,SLC,Skywest Airlines Inc.,38,0,0,0,406,444
FAT,DEN,Skywest Airlines Inc.,2621,430,153,0,441,3645
FAT,DFW,American Airlines Inc.,764,298,177,0,1121,2360
FAT,LAS,Skywest Airlines Inc.,2455,270,1532,0,591,4848
FAT,LAS,US Airways Inc.,295,70,94,0,381,840
FAT,LAX,American Eagle Airlines Inc.,1826,278,318,0,938,3360
FAT,LAX,Skywest Airlines Inc.,5491,192,1332,0,1378,8393
FAT,SFO,Skywest Airlines Inc.,3338,1346,16330,0,2236,23250
FAT,SLC,Skywest Airlines Inc.,1340,274,162,0,881,2657
FAY,ATL,Atlantic Southeast Airlines,7155,3149,3307,7,790,14408
FCA,ATL,Delta Air Lines Inc.,9,0,2,0,15,26
FCA,DEN,Skywest Airlines Inc.,749,0,73,0,875,1697
FCA,ORD,Skywest Airlines Inc.,189,41,2053,0,123,2406
FCA,SFO,Skywest Airlines Inc.,189,0,56,0,0,245
FCA,SLC,Skywest Airlines Inc.,1053,592,56,90,2058,3849
FLL,ATL,Delta Air Lines Inc.,2691,266,5668,0,6761,15386
FLL,AUS,JetBlue Airways,7,0,8,0,33,48
FLL,AUS,Southwest Airlines Co.,69,0,146,0,155,370
FLL,BDL,Delta Air Lines Inc.,475,10,460,0,2550,3495
FLL,BNA,Southwest Airlines Co.,411,174,434,59,1798,2876
FLL,BOS,Delta Air Lines Inc.,2094,14,1956,0,4267,8331
FLL,BOS,JetBlue Airways,1923,237,4811,10,10837,17818
FLL,BUF,JetBlue Airways,730,210,359,4,1991,3294
FLL,BUF,Southwest Airlines Co.,747,0,168,22,1590,2527
FLL,BWI,Southwest Airlines Co.,1958,497,1253,87,5147,8942
FLL,CLT,JetBlue Airways,503,89,642,19,1277,2530
FLL,CLT,US Airways Inc.,2692,105,1492,73,4367,8729
FLL,CVG,Delta Air Lines Inc.,405,0,900,0,1732,3037
FLL,DCA,US Airways Inc.,674,264,713,39,2539,4229
FLL,DEN,Frontier Airlines Inc.,1484,41,1412,0,447,3384
FLL,DEN,United Air Lines Inc.,1735,58,397,0,1428,3618
FLL,DFW,American Airlines Inc.,4626,643,2646,48,7036,14999
FLL,EWR,JetBlue Airways,2171,432,10729,0,5782,19114
FLL,HOU,Southwest Airlines Co.,840,290,597,67,1449,3243
FLL,HPN,JetBlue Airways,1217,132,913,0,2892,5154
FLL,IAD,JetBlue Airways,1315,74,962,0,2144,4495
FLL,IAD,United Air Lines Inc.,432,25,690,0,1868,3015
FLL,ISP,Southwest Airlines Co.,2225,467,777,28,2567,6064
FLL,JAX,Southwest Airlines Co.,1858,509,1705,51,7671,11794
FLL,JFK,Delta Air Lines Inc.,855,8,3775,0,3853,8491
FLL,JFK,JetBlue Airways,5381,1021,15729,28,12177,34336
FLL,LAS,Delta Air Lines Inc.,96,0,374,0,735,1205
FLL,LAS,US Airways Inc.,661,0,358,22,1055,2096
FLL,LAX,American Airlines Inc.,2494,42,771,0,1208,4515
FLL,LAX,Delta Air Lines Inc.,44,0,54,0,0,98
FLL,LGA,American Airlines Inc.,1037,44,1672,0,1513,4266
FLL,LGA,Delta Air Lines Inc.,1493,13,5031,0,5539,12076
FLL,LGA,JetBlue Airways,1771,195,13049,1,10626,25642
FLL,LGB,JetBlue Airways,181,0,247,0,168,596
FLL,MCO,Southwest Airlines Co.,2050,467,2124,127,7609,12377
FLL,MDW,Southwest Airlines Co.,1352,324,1371,71,5252,8370
FLL,MEM,Frontier Airlines Inc.,54,0,54,0,5,113
FLL,MHT,Southwest Airlines Co.,121,0,218,0,546,885
FLL,MSY,Southwest Airlines Co.,621,64,187,25,986,1883
FLL,OAK,JetBlue Airways,18,0,7,0,135,160
FLL,ORD,American Airlines Inc.,1607,68,7596,0,3135,12406
FLL,ORD,United Air Lines Inc.,2194,104,2316,0,2317,6931
FLL,PHL,Southwest Airlines Co.,1232,1175,2626,27,3174,8234
FLL,PHL,US Airways Inc.,3422,242,4441,0,3625,11730
FLL,PHX,US Airways Inc.,1051,207,431,10,1083,2782
FLL,PIT,US Airways Inc.,123,109,297,9,1592,2130
FLL,PNS,Atlantic Southeast Airlines,423,7,150,0,0,580
FLL,PSE,JetBlue Airways,24,0,0,0,328,352
FLL,PVD,Southwest Airlines Co.,474,17,550,0,1144,2185
FLL,RDU,JetBlue Airways,117,199,175,0,992,1483
FLL,RDU,Southwest Airlines Co.,327,0,89,28,747,1191
FLL,RIC,JetBlue Airways,537,24,310,13,1690,2574
FLL,SJU,American Airlines Inc.,5173,320,805,27,1720,8045
FLL,SLC,Delta Air Lines Inc.,515,14,51,0,215,795
FLL,STL,American Airlines Inc.,0,165,91,0,426,682
FLL,STL,Southwest Airlines Co.,1432,0,361,4,1489,3286
FLL,SWF,JetBlue Airways,464,196,172,0,2828,3660
FLL,SYR,JetBlue Airways,522,91,324,0,1325,2262
FLL,TLH,Atlantic Southeast Airlines,82,24,23,0,0,129
FLL,TPA,Southwest Airlines Co.,3330,721,2594,71,8559,15275
FLO,ATL,Atlantic Southeast Airlines,1011,201,901,20,441,2574
FNT,ATL,Atlantic Southeast Airlines,6884,1952,2881,8,386,12111
FNT,DFW,American Eagle Airlines Inc.,1219,252,364,0,0,1835
FNT,LGA,American Eagle Airlines Inc.,513,144,393,0,0,1050
FNT,MKE,Skywest Airlines Inc.,1094,360,350,50,602,2456
FNT,ORD,American Eagle Airlines Inc.,754,143,7324,0,6023,14244
FSD,ATL,Atlantic Southeast Airlines,348,295,74,0,3,720
FSD,DEN,Skywest Airlines Inc.,945,191,839,0,6339,8314
FSD,DEN,United Air Lines Inc.,831,131,358,0,1931,3251
FSD,ORD,Skywest Airlines Inc.,410,1288,15321,0,1725,18744
FSD,SLC,Skywest Airlines Inc.,0,138,7,0,35,180
FSM,ATL,Atlantic Southeast Airlines,1557,1421,551,0,89,3618
FSM,DFW,American Eagle Airlines Inc.,1664,412,2645,0,5214,9935
FWA,ATL,Atlantic Southeast Airlines,4337,737,1544,17,732,7367
FWA,DFW,American Eagle Airlines Inc.,2316,19,734,0,1131,4200
FWA,ORD,American Eagle Airlines Inc.,1917,47,7909,0,7187,17060
FWA,ORD,Skywest Airlines Inc.,657,357,7225,0,1347,9586
GEG,BOI,Southwest Airlines Co.,1013,7,153,26,2282,3481
GEG,DEN,Frontier Airlines Inc.,59,80,125,0,48,312
GEG,DEN,United Air Lines Inc.,2165,230,406,0,1805,4606
GEG,LAS,Southwest Airlines Co.,192,267,294,0,1437,2190
GEG,OAK,Southwest Airlines Co.,991,119,157,26,1579,2872
GEG,ORD,United Air Lines Inc.,386,126,521,0,34,1067
GEG,PDX,Southwest Airlines Co.,959,222,344,32,4088,5645
GEG,PHX,US Airways Inc.,1109,218,100,0,347,1774
GEG,SEA,Alaska Airlines Inc.,2652,581,1554,59,2972,7818
GEG,SEA,Skywest Airlines Inc.,901,546,25,0,889,2361
GEG,SEA,Southwest Airlines Co.,1070,474,427,97,4413,6481
GEG,SLC,Delta Air Lines Inc.,511,51,452,0,611,1625
GEG,SLC,Skywest Airlines Inc.,1557,567,123,0,1326,3573
GEG,SLC,Southwest Airlines Co.,115,7,158,0,763,1043
GGG,DFW,American Eagle Airlines Inc.,3233,838,589,0,1791,6451
GJT,ASE,Skywest Airlines Inc.,0,0,0,0,111,111
GJT,DEN,Skywest Airlines Inc.,229,215,564,0,1410,2418
GJT,DFW,American Eagle Airlines Inc.,570,333,126,20,553,1602
GJT,LAX,Skywest Airlines Inc.,25,0,0,0,26,51
GJT,ORD,Skywest Airlines Inc.,98,0,0,0,48,146
GJT,SLC,Skywest Airlines Inc.,159,267,58,0,1239,1723
GNV,ATL,Atlantic Southeast Airlines,6249,2576,3015,0,693,12533
GPT,ATL,Atlantic Southeast Airlines,6261,1837,3018,0,1484,12600
GPT,ATL,Delta Air Lines Inc.,743,0,868,0,1081,2692
GPT,DFW,American Eagle Airlines Inc.,4560,1058,979,0,3956,10553
GPT,ORD,American Eagle Airlines Inc.,415,614,964,0,1851,3844
GRB,ATL,Atlantic Southeast Airlines,156,224,208,4,33,625
GRB,CVG,Atlantic Southeast Airlines,1462,277,361,0,153,2253
GRB,DEN,Skywest Airlines Inc.,0,0,0,0,35,35
GRB,GTF,Skywest Airlines Inc.,18,0,0,0,0,18
GRB,MKE,Skywest Airlines Inc.,1530,254,285,0,254,2323
GRB,MQT,American Eagle Airlines Inc.,803,1087,222,0,5537,7649
GRB,ORD,American Eagle Airlines Inc.,359,391,7202,0,10033,17985
GRB,ORD,Skywest Airlines Inc.,234,343,9336,0,1587,11500
GRB,SDF,Skywest Airlines Inc.,0,0,0,0,45,45
GRK,ATL,Atlantic Southeast Airlines,1850,201,1291,10,635,3987
GRK,DFW,American Eagle Airlines Inc.,5347,1732,2331,0,11187,20597
GRR,ATL,Atlantic Southeast Airlines,5543,1228,3011,0,466,10248
GRR,CVG,Atlantic Southeast Airlines,52,65,15,0,40,172
GRR,DEN,Skywest Airlines Inc.,880,46,159,0,499,1584
GRR,DEN,United Air Lines Inc.,261,0,20,0,0,281
GRR,DFW,American Eagle Airlines Inc.,928,502,495,0,1285,3210
GRR,MKE,Skywest Airlines Inc.,3264,1213,596,0,560,5633
GRR,ORD,American Eagle Airlines Inc.,1228,614,7878,0,11921,21641
GRR,ORD,Skywest Airlines Inc.,170,133,2828,0,459,3590
GRR,ORD,United Air Lines Inc.,2118,142,5035,0,4156,11451
GSO,ATL,Atlantic Southeast Airlines,4656,1218,3078,0,938,9890
GSO,ATL,Delta Air Lines Inc.,483,124,215,0,84,906
GSO,DFW,American Airlines Inc.,187,0,66,0,473,726
GSO,DFW,American Eagle Airlines Inc.,1071,80,765,0,1429,3345
GSO,MIA,American Eagle Airlines Inc.,1996,115,185,0,205,2501
GSO,ORD,United Air Lines Inc.,1708,168,1945,0,1633,5454
GSP,ATL,Atlantic Southeast Airlines,2551,1170,2251,0,690,6662
GSP,ATL,Delta Air Lines Inc.,111,172,167,0,42,492
GSP,ATL,Skywest Airlines Inc.,142,223,514,0,1370,2249
GSP,DFW,American Eagle Airlines Inc.,816,260,1122,12,4497,6707
GSP,ORD,American Eagle Airlines Inc.,986,96,3183,0,2826,7091
GTF,DEN,Skywest Airlines Inc.,306,94,205,0,1343,1948
GTF,ORD,Skywest Airlines Inc.,61,0,265,0,0,326
GTF,SLC,Skywest Airlines Inc.,182,7,60,0,1052,1301
GTR,ATL,Atlantic Southeast Airlines,3459,733,1954,8,277,6431
GUC,DEN,Skywest Airlines Inc.,790,1135,134,29,605,2693
GUC,DEN,United Air Lines Inc.,90,150,212,0,896,1348
GUC,DFW,American Airlines Inc.,1236,902,253,17,1694,4102
HDN,ATL,Delta Air Lines Inc.,330,122,340,0,761,1553
HDN,DEN,Skywest Airlines Inc.,597,1201,373,0,2566,4737
HDN,DEN,United Air Lines Inc.,122,413,130,0,102,767
HDN,DFW,American Airlines Inc.,1396,19,233,0,1280,2928
HDN,JFK,Delta Air Lines Inc.,17,0,11,0,65,93
HDN,LGA,Delta Air Lines Inc.,0,0,7,0,258,265
HDN,ORD,American Airlines Inc.,3018,60,1621,0,1525,6224
HDN,ORD,Skywest Airlines Inc.,418,94,2402,0,1050,3964
HDN,SLC,Skywest Airlines Inc.,1025,71,15,0,1437,2548
HHH,ATL,Atlantic Southeast Airlines,3838,1451,1153,31,570,7043
HLN,DEN,Skywest Airlines Inc.,235,16,93,0,130,474
HLN,SLC,Skywest Airlines Inc.,544,477,215,0,1495,2731
HNL,ANC,Alaska Airlines Inc.,508,0,44,0,469,1021
HNL,ATL,Delta Air Lines Inc.,1196,0,267,0,1938,3401
HNL,DEN,United Air Lines Inc.,582,0,21,0,0,603
HNL,DFW,American Airlines Inc.,1071,0,388,0,4714,6173
HNL,ITO,Hawaiian Airlines Inc.,1208,0,0,0,1039,2247
HNL,KOA,Hawaiian Airlines Inc.,1394,0,0,0,1181,2575
HNL,LAS,Hawaiian Airlines Inc.,2684,0,0,0,1144,3828
HNL,LAX,American Airlines Inc.,3147,0,1182,0,4914,9243
HNL,LAX,Delta Air Lines Inc.,402,0,267,0,3338,4007
HNL,LAX,Hawaiian Airlines Inc.,2999,0,7,0,874,3880
HNL,LAX,United Air Lines Inc.,1258,0,208,0,2710,4176
HNL,LIH,Hawaiian Airlines Inc.,2310,0,0,0,2270,4580
HNL,OGG,Hawaiian Airlines Inc.,2292,0,6,0,1899,4197
HNL,ORD,American Airlines Inc.,104,13,91,0,403,611
HNL,ORD,United Air Lines Inc.,1217,0,83,0,321,1621
HNL,PDX,Hawaiian Airlines Inc.,654,0,0,32,140,826
HNL,PHX,Hawaiian Airlines Inc.,5167,0,0,0,1620,6787
HNL,PHX,US Airways Inc.,1561,0,254,0,2118,3933
HNL,SAN,Hawaiian Airlines Inc.,649,0,0,17,87,753
HNL,SAN,United Air Lines Inc.,11,0,5,0,211,227
HNL,SEA,Alaska Airlines Inc.,610,0,178,0,242,1030
HNL,SEA,Hawaiian Airlines Inc.,1542,0,0,0,77,1619
HNL,SFO,American Airlines Inc.,659,0,201,12,1750,2622
HNL,SFO,Hawaiian Airlines Inc.,1187,0,0,0,36,1223
HNL,SFO,United Air Lines Inc.,1712,0,359,0,3120,5191
HNL,SJC,Hawaiian Airlines Inc.,772,0,0,0,133,905
HNL,SLC,Delta Air Lines Inc.,128,0,138,0,414,680
HNL,SMF,Hawaiian Airlines Inc.,1226,0,0,0,73,1299
HOU,ABQ,Southwest Airlines Co.,3268,119,571,21,4188,8167
HOU,ATL,Atlantic Southeast Airlines,561,182,392,0,99,1234
HOU,ATL,Delta Air Lines Inc.,279,23,375,0,747,1424
HOU,ATL,Skywest Airlines Inc.,59,0,0,0,52,111
HOU,AUS,Southwest Airlines Co.,4500,485,878,19,8675,14557
HOU,BHM,Southwest Airlines Co.,1306,189,168,0,2077,3740
HOU,BNA,Southwest Airlines Co.,2768,337,616,0,6713,10434
HOU,BWI,Southwest Airlines Co.,2166,577,716,6,3989,7454
HOU,CRP,Southwest Airlines Co.,2475,248,759,0,10426,13908
HOU,DAL,Southwest Airlines Co.,11820,5001,9759,25,43743,70348
HOU,DEN,Southwest Airlines Co.,1585,358,813,24,5090,7870
HOU,DFW,American Eagle Airlines Inc.,790,1821,2297,10,10023,14941
HOU,ELP,Southwest Airlines Co.,1716,70,496,0,7025,9307
HOU,FLL,Southwest Airlines Co.,1168,121,224,0,3192,4705
HOU,HRL,Southwest Airlines Co.,3816,652,1506,0,17088,23062
HOU,JAN,Southwest Airlines Co.,2663,305,510,20,3994,7492
HOU,JAX,Southwest Airlines Co.,683,55,94,0,2003,2835
HOU,JFK,JetBlue Airways,1390,0,2652,0,1598,5640
HOU,LAS,Southwest Airlines Co.,2318,716,1456,0,4234,8724
HOU,LAX,Southwest Airlines Co.,2518,209,1074,8,5161,8970
HOU,LIT,Southwest Airlines Co.,754,167,340,0,910,2171
HOU,MAF,Southwest Airlines Co.,2104,93,238,0,2976,5411
HOU,MCO,Southwest Airlines Co.,2348,355,634,0,7360,10697
HOU,MDW,Southwest Airlines Co.,3397,1031,1609,0,5781,11818
HOU,MSY,Southwest Airlines Co.,5817,580,1473,6,12007,19883
HOU,OAK,Southwest Airlines Co.,1220,41,538,3,2550,4352
HOU,OKC,Southwest Airlines Co.,2809,337,665,18,4859,8688
HOU,PHL,Southwest Airlines Co.,1350,1005,2519,31,3070,7975
HOU,PHX,Southwest Airlines Co.,3885,115,957,0,5237,10194
HOU,SAN,Southwest Airlines Co.,865,0,258,0,1887,3010
HOU,SAT,Southwest Airlines Co.,4441,315,1616,0,14401,20773
HOU,STL,Southwest Airlines Co.,2488,86,420,0,3204,6198
HOU,TPA,Southwest Airlines Co.,2094,126,458,11,6555,9244
HOU,TUL,Southwest Airlines Co.,2869,100,872,0,5568,9409
HPN,ATL,Atlantic Southeast Airlines,2283,2151,1729,0,1813,7976
HPN,FLL,JetBlue Airways,1561,367,693,21,1488,4130
HPN,MCO,JetBlue Airways,783,365,507,0,1009,2664
HPN,ORD,American Eagle Airlines Inc.,4204,688,9417,0,6129,20438
HPN,ORD,Skywest Airlines Inc.,930,346,12821,0,1569,15666
HPN,PBI,JetBlue Airways,304,35,357,0,1173,1869
HPN,RSW,JetBlue Airways,1051,139,458,0,0,1648
HRL,AUS,Southwest Airlines Co.,82,0,77,0,1244,1403
HRL,DAL,Southwest Airlines Co.,0,0,0,0,37,37
HRL,HOU,Southwest Airlines Co.,2227,594,1874,0,15398,20093
HRL,SAT,Southwest Airlines Co.,285,0,89,0,3045,3419
HSV,ATL,Atlantic Southeast Airlines,2242,2764,1778,34,1042,7860
HSV,ATL,Delta Air Lines Inc.,1405,0,712,43,27,2187
HSV,ATL,Skywest Airlines Inc.,194,0,686,0,343,1223
HSV,CVG,Atlantic Southeast Airlines,63,197,39,0,170,469
HSV,DCA,Atlantic Southeast Airlines,223,259,0,0,107,589
HSV,DEN,Skywest Airlines Inc.,399,23,545,0,658,1625
HSV,DFW,American Airlines Inc.,1082,140,491,0,849,2562
HSV,DFW,American Eagle Airlines Inc.,1088,1101,1051,0,3941,7181
HSV,MCO,Atlantic Southeast Airlines,146,161,105,0,110,522
HSV,ORD,American Eagle Airlines Inc.,115,223,2274,0,3691,6303
HSV,TUS,Skywest Airlines Inc.,0,0,0,0,88,88
IAD,ABQ,United Air Lines Inc.,1041,374,908,0,648,2971
IAD,ATL,Atlantic Southeast Airlines,361,762,479,0,1063,2665
IAD,ATL,Delta Air Lines Inc.,2762,90,2876,0,3176,8904
IAD,BDL,United Air Lines Inc.,1136,156,420,0,2374,4086
IAD,BOS,JetBlue Airways,2351,28,2777,0,3389,8545
IAD,BOS,United Air Lines Inc.,2933,848,3711,57,3595,11144
IAD,BUR,JetBlue Airways,87,0,100,0,3,190
IAD,CLT,US Airways Inc.,1334,24,630,20,415,2423
IAD,DEN,United Air Lines Inc.,6493,1262,4617,39,5162,17573
IAD,DFW,American Airlines Inc.,4470,669,2484,41,5013,12677
IAD,FLL,JetBlue Airways,1267,39,996,17,3070,5389
IAD,FLL,United Air Lines Inc.,1031,292,535,0,1011,2869
IAD,JFK,JetBlue Airways,1585,58,4178,0,3567,9388
IAD,LAS,JetBlue Airways,339,68,344,0,482,1233
IAD,LAS,Southwest Airlines Co.,94,151,680,14,255,1194
IAD,LAS,United Air Lines Inc.,3319,564,2280,55,2449,8667
IAD,LAX,American Airlines Inc.,3549,748,3689,77,2479,10542
IAD,LAX,United Air Lines Inc.,7569,1347,5462,89,9386,23853
IAD,LGA,United Air Lines Inc.,399,16,2100,37,58,2610
IAD,LGB,JetBlue Airways,1110,22,539,0,1232,2903
IAD,MCO,JetBlue Airways,795,57,760,0,2009,3621
IAD,MCO,Southwest Airlines Co.,533,385,527,42,1846,3333
IAD,MCO,United Air Lines Inc.,6494,837,3467,43,7613,18454
IAD,MDW,Southwest Airlines Co.,1229,2228,3017,26,7822,14322
IAD,MIA,American Airlines Inc.,1334,0,200,46,0,1580
IAD,MIA,United Air Lines Inc.,378,172,237,25,853,1665
IAD,MSY,United Air Lines Inc.,2232,162,695,0,2275,5364
IAD,OAK,JetBlue Airways,840,55,718,6,2125,3744
IAD,OAK,United Air Lines Inc.,33,0,36,0,116,185
IAD,ORD,United Air Lines Inc.,5255,1395,7997,137,5496,20280
IAD,PDX,United Air Lines Inc.,630,340,597,0,1306,2873
IAD,PHX,US Airways Inc.,520,134,552,0,830,2036
IAD,PHX,United Air Lines Inc.,811,442,990,39,1697,3979
IAD,RDU,United Air Lines Inc.,1633,538,762,0,3302,6235
IAD,SAN,JetBlue Airways,335,0,629,5,1028,1997
IAD,SAN,United Air Lines Inc.,2237,612,1651,65,3437,8002
IAD,SEA,United Air Lines Inc.,2225,490,1028,48,2489,6280
IAD,SFO,United Air Lines Inc.,7961,1603,6270,118,6714,22666
IAD,SJC,United Air Lines Inc.,589,286,1069,0,1349,3293
IAD,SJU,American Airlines Inc.,811,108,158,0,260,1337
IAD,SJU,United Air Lines Inc.,1380,98,483,51,789,2801
IAD,SLC,Delta Air Lines Inc.,717,82,311,0,267,1377
IAD,SMF,United Air Lines Inc.,698,280,368,0,453,1799
IAD,STT,United Air Lines Inc.,775,28,169,70,149,1191
IAD,TPA,Southwest Airlines Co.,526,583,566,15,2724,4414
