Route,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
Cleveland Hopkins International Airport - St. Louis International Airport at Lambert Field,Southwest Airlines Co.,669,114,348,0,1491,2622
Coastal Carolina Regional Airport (Craven County Regional) - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,2794,1142,1247,0,174,5357
Columbia Metropolitan Airport - Cincinnati/Northern Kentucky International Airport,Atlantic Southeast Airlines,1082,260,234,0,122,1698
Columbia Metropolitan Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,2187,182,669,0,2970,6008
Columbia Metropolitan Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,5116,2035,3167,8,782,11108
Columbia Metropolitan Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,1530,0,1064,0,367,2961
Columbia Metropolitan Airport - LaGuardia Airport (Marine Air Terminal),Atlantic Southeast Airlines,1185,232,6741,0,138,8296
Columbus Metropolitan Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,4671,1601,1466,12,548,8298
Corpus Christi International Airport - Dallas/Fort Worth International Airport,American Eagle Airlines Inc.,1513,1595,1127,0,7300,11535
Corpus Christi International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,0,0,5,0,40,45
Corpus Christi International Airport - William P. Hobby Airport,Southwest Airlines Co.,521,384,1494,0,7834,10233
Cyril E. King Airport - Charlotte Douglas International Airport,US Airways Inc.,222,0,211,6,760,1199
Cyril E. King Airport - Gen. Edward Lawrence Logan International Airport,American Airlines Inc.,52,0,108,0,550,710
Cyril E. King Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,549,0,273,0,491,1313
Cyril E. King Airport - John F. Kennedy International Airport (New York International Airport),American Airlines Inc.,1772,27,592,0,2121,4512
Cyril E. King Airport - John F. Kennedy International Airport (New York International Airport),Delta Air Lines Inc.,41,31,429,0,639,1140
Cyril E. King Airport - LaGuardia Airport (Marine Air Terminal),US Airways Inc.,43,0,70,0,93,206
Cyril E. King Airport - Luis Muñoz Marín International Airport,American Airlines Inc.,133,36,61,0,1642,1872
Cyril E. King Airport - Luis Muñoz Marín International Airport,United Air Lines Inc.,362,25,79,0,1237,1703
Cyril E. King Airport - Miami International Airport,American Airlines Inc.,2365,34,333,0,760,3492
Cyril E. King Airport - Philadelphia International Airport,US Airways Inc.,627,0,358,1,2502,3488
Dallas Love Field - Albuquerque International Sunport,Southwest Airlines Co.,3593,300,1123,83,11772,16871
Dallas Love Field - Austin-Bergstrom International Airport,American Eagle Airlines Inc.,1972,402,1505,0,7433,11312
Dallas Love Field - Austin-Bergstrom International Airport,Southwest Airlines Co.,5452,625,2400,0,13465,21942
Dallas Love Field - Bill and Hillary Clinton National Airport (Adams Field),Southwest Airlines Co.,3066,926,1168,36,11051,16247
Dallas Love Field - Birmingham-Shuttlesworth International Airport,Southwest Airlines Co.,969,328,330,0,2127,3754
Dallas Love Field - El Paso International Airport,Southwest Airlines Co.,2327,233,879,24,8961,12424
Dallas Love Field - Kansas City International Airport,American Eagle Airlines Inc.,3960,712,1448,0,8069,14189
Dallas Love Field - Kansas City International Airport,Southwest Airlines Co.,3594,423,1556,20,10857,16450
Dallas Love Field - Louis Armstrong New Orleans International Airport,Southwest Airlines Co.,3672,360,1508,13,7766,13319
Dallas Love Field - Lubbock Preston Smith International Airport,Southwest Airlines Co.,3619,432,1218,0,11299,16568
Dallas Love Field - Midland International Airport,Southwest Airlines Co.,2155,278,1058,4,13286,16781
Dallas Love Field - Rick Husband Amarillo International Airport,Southwest Airlines Co.,3355,1258,970,0,8765,14348
Dallas Love Field - San Antonio International Airport,Southwest Airlines Co.,7838,406,3206,20,14513,25983
Dallas Love Field - St. Louis International Airport at Lambert Field,Southwest Airlines Co.,3885,426,1054,34,7824,13223
Dallas Love Field - Tulsa International Airport,Southwest Airlines Co.,3006,399,1281,0,6443,11129
Dallas Love Field - Valley International Airport,Southwest Airlines Co.,19,0,1,0,52,72
Dallas Love Field - Will Rogers World Airport,Southwest Airlines Co.,3154,428,710,16,7485,11793
Dallas Love Field - William P. Hobby Airport,Southwest Airlines Co.,10869,4699,11944,53,36569,64134
Dallas/Fort Worth International Airport - Abilene Regional Airport,American Eagle Airlines Inc.,6583,3072,2082,0,6527,18264
Dallas/Fort Worth International Airport - Albuquerque International Sunport,American Airlines Inc.,8211,1088,2114,0,8610,20023
Dallas/Fort Worth International Airport - Alexandria International Airport,American Eagle Airlines Inc.,2937,809,753,0,1376,5875
Dallas/Fort Worth International Airport - Austin-Bergstrom International Airport,American Airlines Inc.,13768,2189,3715,0,13473,33145
Dallas/Fort Worth International Airport - Baltimore-Washington International Airport,American Airlines Inc.,4968,675,1814,0,4006,11463
Dallas/Fort Worth International Airport - Baton Rouge Metropolitan Airport,American Eagle Airlines Inc.,5953,2459,2262,0,4806,15480
Dallas/Fort Worth International Airport - Bill and Hillary Clinton National Airport (Adams Field),American Eagle Airlines Inc.,11345,2513,2415,0,8878,25151
Dallas/Fort Worth International Airport - Birmingham-Shuttlesworth International Airport,American Airlines Inc.,2592,288,1005,0,2549,6434
Dallas/Fort Worth International Airport - Bishop International Airport,American Eagle Airlines Inc.,541,483,214,0,439,1677
Dallas/Fort Worth International Airport - Blue Grass Airport,American Eagle Airlines Inc.,1735,670,480,0,1271,4156
Dallas/Fort Worth International Airport - Bob Hope Airport (Hollywood Burbank Airport),American Airlines Inc.,3864,390,1500,0,2623,8377
Dallas/Fort Worth International Airport - Bradley International Airport,American Airlines Inc.,3614,321,938,0,3139,8012
Dallas/Fort Worth International Airport - Buffalo Niagara International Airport,American Eagle Airlines Inc.,511,120,47,0,535,1213
Dallas/Fort Worth International Airport - Charleston International Airport/Charleston AFB,American Eagle Airlines Inc.,2770,501,1175,0,1512,5958
Dallas/Fort Worth International Airport - Charlotte Douglas International Airport,American Airlines Inc.,4533,460,1920,0,4144,11057
Dallas/Fort Worth International Airport - Charlotte Douglas International Airport,US Airways Inc.,2298,128,609,0,2225,5260
Dallas/Fort Worth International Airport - Chattanooga Metropolitan Airport (Lovell Field),American Eagle Airlines Inc.,667,148,349,0,714,1878
Dallas/Fort Worth International Airport - Chicago O'Hare International Airport,American Airlines Inc.,10560,2029,29619,0,19115,61323
Dallas/Fort Worth International Airport - Chicago O'Hare International Airport,Skywest Airlines Inc.,409,60,2172,0,1000,3641
Dallas/Fort Worth International Airport - Chicago O'Hare International Airport,United Air Lines Inc.,1745,395,10352,43,8097,20632
Dallas/Fort Worth International Airport - Cincinnati/Northern Kentucky International Airport,American Eagle Airlines Inc.,3499,1502,1238,0,3343,9582
Dallas/Fort Worth International Airport - Cincinnati/Northern Kentucky International Airport,Skywest Airlines Inc.,139,0,15,0,583,737
Dallas/Fort Worth International Airport - City of Colorado Springs Municipal Airport,American Airlines Inc.,6591,1016,1794,0,4937,14338
Dallas/Fort Worth International Airport - Cleveland Hopkins International Airport,American Eagle Airlines Inc.,5759,634,860,0,3102,10355
Dallas/Fort Worth International Airport - Columbia Metropolitan Airport,American Eagle Airlines Inc.,2701,680,912,0,2315,6608
Dallas/Fort Worth International Airport - Corpus Christi International Airport,American Eagle Airlines Inc.,4470,1799,1465,0,3860,11594
Dallas/Fort Worth International Airport - Dane County Regional Airport,American Eagle Airlines Inc.,1810,581,420,0,1747,4558
Dallas/Fort Worth International Airport - Denver International Airport,American Airlines Inc.,11602,1718,4468,0,11080,28868
Dallas/Fort Worth International Airport - Denver International Airport,Frontier Airlines Inc.,1707,301,2538,0,3014,7560
Dallas/Fort Worth International Airport - Denver International Airport,Skywest Airlines Inc.,45,0,0,0,49,94
Dallas/Fort Worth International Airport - Denver International Airport,United Air Lines Inc.,3494,195,1707,22,9251,14669
Dallas/Fort Worth International Airport - Des Moines International Airport,American Eagle Airlines Inc.,5739,1433,1141,0,5259,13572
Dallas/Fort Worth International Airport - Destin-Fort Walton Beach Airport/Eglin AFB,American Eagle Airlines Inc.,3693,1159,1770,0,4011,10633
Dallas/Fort Worth International Airport - Detroit Metropolitan Airport,American Airlines Inc.,6223,1385,1690,0,5534,14832
Dallas/Fort Worth International Airport - Eagle County Regional Airport,American Airlines Inc.,3250,625,1046,0,2263,7184
Dallas/Fort Worth International Airport - East Texas Regional Airport,American Eagle Airlines Inc.,3128,672,456,0,1515,5771
Dallas/Fort Worth International Airport - Easterwood Airport,American Eagle Airlines Inc.,3328,918,786,0,1435,6467
Dallas/Fort Worth International Airport - El Paso International Airport,American Airlines Inc.,7150,1092,2258,0,9426,19926
Dallas/Fort Worth International Airport - Eppley Airfield,American Airlines Inc.,4438,1158,1576,0,4920,12092
Dallas/Fort Worth International Airport - Evansville Regional Airport,American Eagle Airlines Inc.,823,265,317,0,635,2040
Dallas/Fort Worth International Airport - Fort Lauderdale-Hollywood International Airport,American Airlines Inc.,7982,1396,2214,0,6009,17601
Dallas/Fort Worth International Airport - Fort Smith Regional Airport,American Eagle Airlines Inc.,4050,1310,1209,0,3048,9617
Dallas/Fort Worth International Airport - Fort Wayne International Airport,American Eagle Airlines Inc.,1295,579,379,0,1920,4173
Dallas/Fort Worth International Airport - Fresno Yosemite International Airport,American Airlines Inc.,2474,415,791,0,1710,5390
Dallas/Fort Worth International Airport - Gen. Edward Lawrence Logan International Airport,American Airlines Inc.,7576,1254,7124,0,5472,21426
Dallas/Fort Worth International Airport - General Mitchell International Airport,American Eagle Airlines Inc.,1401,193,328,0,524,2446
Dallas/Fort Worth International Airport - General Wayne A. Downing Peoria International Airport,American Eagle Airlines Inc.,1466,251,535,0,1697,3949
Dallas/Fort Worth International Airport - George Bush Intercontinental Airport,American Airlines Inc.,5777,766,3263,0,4806,14612
Dallas/Fort Worth International Airport - Gerald R. Ford International Airport,American Eagle Airlines Inc.,1910,918,451,0,1118,4397
Dallas/Fort Worth International Airport - Grand Junction Regional Airport (Walker Field),American Eagle Airlines Inc.,1010,495,204,0,390,2099
Dallas/Fort Worth International Airport - Greater Rochester International Airport,American Eagle Airlines Inc.,590,80,104,0,476,1250
Dallas/Fort Worth International Airport - Greenville-Spartanburg International Airport,American Eagle Airlines Inc.,2987,1002,898,0,2167,7054
Dallas/Fort Worth International Airport - Gulfport-Biloxi International Airport,American Eagle Airlines Inc.,2260,1145,673,0,2177,6255
Dallas/Fort Worth International Airport - Gunnison-Crested Butte Regional Airport,American Airlines Inc.,1329,32,389,0,687,2437
Dallas/Fort Worth International Airport - Harrisburg International Airport,American Eagle Airlines Inc.,2202,358,88,0,1241,3889
Dallas/Fort Worth International Airport - Hartsfield-Jackson Atlanta International Airport,American Airlines Inc.,8697,1035,6349,0,8256,24337
Dallas/Fort Worth International Airport - Hartsfield-Jackson Atlanta International Airport,Atlantic Southeast Airlines,65,0,17,0,78,160
Dallas/Fort Worth International Airport - Hartsfield-Jackson Atlanta International Airport,Delta Air Lines Inc.,3459,1461,3140,0,7570,15630
Dallas/Fort Worth International Airport - Hartsfield-Jackson Atlanta International Airport,Skywest Airlines Inc.,0,0,51,0,0,51
Dallas/Fort Worth International Airport - Honolulu International Airport,American Airlines Inc.,2583,299,546,0,28,3456
Dallas/Fort Worth International Airport - Huntsville International Airport,American Airlines Inc.,1617,144,323,0,1630,3714
Dallas/Fort Worth International Airport - Huntsville International Airport,American Eagle Airlines Inc.,3166,1040,639,0,2137,6982
Dallas/Fort Worth International Airport - Indianapolis International Airport,American Airlines Inc.,5023,958,1854,0,4826,12661
Dallas/Fort Worth International Airport - Jackson Hole Airport,American Airlines Inc.,1186,229,91,0,787,2293
Dallas/Fort Worth International Airport - Jackson-Evers International Airport,American Eagle Airlines Inc.,5492,2006,1973,0,5415,14886
Dallas/Fort Worth International Airport - Jacksonville International Airport,American Airlines Inc.,3124,895,872,0,2494,7385
